Number,Draw Date,Prize Group
8769,2018-02-17,Consolation Prize
8769,2014-05-17,Starter Prize
8769,2011-12-17,Starter Prize
8769,2011-08-17,Consolation Prize
8769,2009-10-28,Consolation Prize
8769,2005-03-26,Starter Prize
8769,2003-12-13,Consolation Prize
8769,2001-02-03,First Prize
8769,1998-06-03,Consolation Prize
8769,1998-05-10,Consolation Prize
8769,1994-09-07,Starter Prize
8769,1993-12-19,Starter Prize
8769,1986-08-09,Starter Prize
8770,2025-10-15,Consolation Prize
8770,2025-09-07,Starter Prize
8770,2022-10-26,First Prize
8770,2021-08-14,Starter Prize
8770,2020-09-09,Consolation Prize
8770,2017-03-29,Consolation Prize
8770,2015-10-24,Consolation Prize
8770,2015-09-19,Consolation Prize
8770,2010-02-27,Consolation Prize
8770,2009-04-04,Starter Prize
8770,2008-11-26,Starter Prize
8770,2007-05-23,Starter Prize
8770,2003-03-02,Consolation Prize
8770,1996-08-10,Consolation Prize
8770,1993-06-27,Starter Prize
8771,2014-09-20,Starter Prize
8771,2011-11-23,Starter Prize
8771,2006-04-09,Consolation Prize
8771,2004-03-14,Starter Prize
8771,1989-10-15,Consolation Prize
8771,1987-07-18,Starter Prize
8772,2020-03-28,First Prize
8772,2017-06-17,Starter Prize
8772,2009-09-05,Starter Prize
8772,2008-08-02,Starter Prize
8772,2008-06-22,Starter Prize
8772,2007-09-15,Starter Prize
8772,2006-02-19,Consolation Prize
8772,2005-05-29,Consolation Prize
8772,2004-02-29,Consolation Prize
8772,2001-01-07,Consolation Prize
8772,1999-11-03,Starter Prize
8772,1996-10-26,Consolation Prize
8772,1996-01-07,Starter Prize
8772,1988-08-28,Consolation Prize
8772,1988-04-03,Starter Prize
8773,2025-09-27,Starter Prize
8773,2025-03-01,Starter Prize
8773,2024-10-12,Consolation Prize
8773,2023-12-16,Second Prize
8773,2021-09-25,Starter Prize
8773,2021-07-28,Starter Prize
8773,2020-10-11,Starter Prize
8773,2017-03-04,Starter Prize
8773,2014-03-23,Consolation Prize
8773,2010-10-02,Consolation Prize
8773,2008-02-27,Starter Prize
8773,2006-04-16,Consolation Prize
8773,2001-10-31,Starter Prize
8773,1997-06-28,Starter Prize
8773,1990-12-22,Consolation Prize
8773,1987-02-07,Consolation Prize
8774,2023-05-13,Starter Prize
8774,2019-07-17,Second Prize
8774,2018-06-30,Consolation Prize
8774,2013-10-16,Starter Prize
8774,2012-05-30,Starter Prize
8774,2006-05-21,Starter Prize
8774,1998-03-08,Starter Prize
8774,1995-12-10,Starter Prize
8774,1989-09-30,Starter Prize
8774,1987-07-12,Starter Prize
8775,2025-07-13,First Prize
8775,2023-11-05,Consolation Prize
8775,2015-03-14,Third Prize
8775,2011-02-27,Starter Prize
8775,2008-12-27,Consolation Prize
8775,2007-05-13,Consolation Prize
8775,2004-01-24,Consolation Prize
8775,2003-12-07,Starter Prize
8775,2003-03-05,Consolation Prize
8775,2002-08-21,Consolation Prize
8775,1997-10-04,Starter Prize
8775,1992-12-27,Starter Prize
8776,2025-11-29,Starter Prize
8776,2016-11-09,Consolation Prize
8776,2010-06-23,Starter Prize
8776,2005-03-02,Starter Prize
8776,1998-10-18,Starter Prize
8776,1997-01-25,Consolation Prize
8776,1995-10-29,Starter Prize
8777,2018-04-29,Consolation Prize
8777,2017-07-05,Third Prize
8777,2015-09-09,Starter Prize
8777,2012-11-28,Starter Prize
8777,2010-08-29,Starter Prize
8777,2010-03-07,Starter Prize
8777,2008-03-12,Consolation Prize
8777,2006-03-05,First Prize
8777,1988-12-04,Starter Prize
8778,2025-06-18,Consolation Prize
8778,2025-03-15,Starter Prize
8778,2020-07-04,Consolation Prize
8778,2018-04-18,Starter Prize
8778,2016-12-28,Consolation Prize
8778,2014-05-31,Starter Prize
8778,2011-07-17,Starter Prize
8778,2011-02-23,Consolation Prize
8778,2001-09-26,Consolation Prize
8778,2001-07-01,Starter Prize
8778,1999-11-27,Starter Prize
8778,1990-02-17,Consolation Prize
8778,1989-03-05,Consolation Prize
8779,2022-02-26,Starter Prize
8779,2019-08-10,Consolation Prize
8779,2018-08-12,Starter Prize
8779,2017-12-27,Consolation Prize
8779,2017-11-08,Consolation Prize
8779,2017-04-15,Starter Prize
8779,2016-08-06,First Prize
8779,2014-07-30,Starter Prize
8779,2013-07-10,Consolation Prize
8779,1997-04-05,Starter Prize
8779,1996-12-29,Starter Prize
8779,1989-07-01,Starter Prize
8779,1987-08-15,Starter Prize
8780,2025-12-27,Second Prize
8780,2024-10-09,Starter Prize
8780,2023-10-04,Starter Prize
8780,2022-05-25,Consolation Prize
8780,2018-07-29,Starter Prize
8780,2015-09-09,Consolation Prize
8780,2012-04-28,Starter Prize
8780,2011-12-14,Third Prize
8780,1995-04-02,Starter Prize
8780,1989-06-25,Consolation Prize
8780,1989-05-13,Starter Prize
8781,2026-01-14,Consolation Prize
8781,2024-03-10,Consolation Prize
8781,2018-12-09,Consolation Prize
8781,2013-07-21,Starter Prize
8781,2008-08-17,Consolation Prize
8781,2006-09-09,Starter Prize
8781,2005-05-21,Consolation Prize
8781,1998-05-24,Starter Prize
8781,1996-01-13,Starter Prize
8781,1994-05-28,Consolation Prize
8781,1993-10-17,Starter Prize
8781,1988-09-11,Consolation Prize
8782,2025-09-21,Consolation Prize
8782,2019-04-24,Consolation Prize
8782,2019-03-06,Consolation Prize
8782,2017-10-28,Consolation Prize
8782,2015-06-21,Starter Prize
8782,2014-10-22,Starter Prize
8782,2010-07-28,Consolation Prize
8782,2007-04-22,Consolation Prize
8782,2005-06-26,Consolation Prize
8782,2003-12-21,Starter Prize
8782,2003-05-25,Consolation Prize
8782,2003-01-01,Starter Prize
8782,2000-01-02,Consolation Prize
8782,1992-09-13,Consolation Prize
8782,1992-01-05,Consolation Prize
8782,1989-12-02,Consolation Prize
8782,1989-06-11,Starter Prize
8783,2025-06-29,Consolation Prize
8783,2025-02-09,Starter Prize
8783,2024-08-10,Consolation Prize
8783,2022-11-26,Starter Prize
8783,2020-12-19,Starter Prize
8783,2013-07-03,Consolation Prize
8783,2013-01-27,Starter Prize
8783,2011-04-24,Consolation Prize
8783,2006-01-28,Second Prize
8783,2004-06-20,Consolation Prize
8783,2004-06-09,Consolation Prize
8783,2002-10-20,Consolation Prize
8783,1994-11-05,Consolation Prize
8784,2022-11-20,Third Prize
8784,2019-11-10,Starter Prize
8784,2016-08-28,Starter Prize
8784,2016-05-01,Starter Prize
8784,2015-01-31,Consolation Prize
8784,2007-06-16,Consolation Prize
8784,2006-11-25,Consolation Prize
8784,2006-11-04,Second Prize
8784,2005-06-22,Consolation Prize
8784,2002-02-09,First Prize
8784,1996-11-23,Consolation Prize
8784,1996-01-13,Consolation Prize
8784,1994-03-06,Starter Prize
8784,1987-12-20,Consolation Prize
8785,2025-03-23,Consolation Prize
8785,2023-05-24,Starter Prize
8785,2018-05-19,Consolation Prize
8785,2004-12-12,Consolation Prize
8785,2004-09-26,Starter Prize
8785,2004-06-19,Starter Prize
8785,2003-11-01,Consolation Prize
8786,2018-07-25,Consolation Prize
8786,2016-10-15,Consolation Prize
8786,2012-12-05,Consolation Prize
8786,2011-11-23,Starter Prize
8786,2006-07-30,Consolation Prize
8786,2001-03-17,Third Prize
8786,1995-06-10,Consolation Prize
8786,1995-05-27,Second Prize
8786,1991-11-23,Consolation Prize
8787,2017-03-05,Starter Prize
8787,2016-02-17,Second Prize
8787,2012-01-01,Consolation Prize
8787,2011-10-22,First Prize
8787,2010-02-24,Second Prize
8787,2009-06-27,Consolation Prize
8787,2007-08-19,Starter Prize
8787,2005-01-01,Consolation Prize
8787,2004-08-22,Starter Prize
8787,2004-01-10,Starter Prize
8787,2002-10-23,Consolation Prize
8787,2002-05-08,Starter Prize
8787,2001-06-09,Consolation Prize
8787,2001-05-02,First Prize
8787,1999-03-14,Starter Prize
8787,1996-09-08,Second Prize
8787,1996-09-01,Consolation Prize
8787,1995-09-02,Consolation Prize
8787,1994-12-31,Starter Prize
8787,1990-10-27,Consolation Prize
8787,1987-07-26,Consolation Prize
8788,2025-05-17,Consolation Prize
8788,2023-10-14,Starter Prize
8788,2016-01-02,Starter Prize
8788,2010-10-02,Third Prize
8788,2009-05-20,Consolation Prize
8788,2006-10-01,Starter Prize
8788,2000-10-29,First Prize
8788,1994-09-24,Starter Prize
8788,1988-08-13,Consolation Prize
8789,2025-12-13,First Prize
8789,2023-09-17,Second Prize
8789,2022-07-03,Starter Prize
8789,2019-05-05,Starter Prize
8789,2019-03-16,Starter Prize
8789,2013-03-06,Consolation Prize
8789,2011-05-15,Consolation Prize
8789,2009-09-16,Consolation Prize
8789,2006-11-26,Third Prize
8789,2006-05-10,Consolation Prize
8789,2005-01-09,Starter Prize
8789,2004-09-29,Consolation Prize
8789,2002-11-23,Consolation Prize
8789,1989-11-05,Third Prize
8789,1987-03-21,Consolation Prize
8790,2024-10-30,Starter Prize
8790,2021-11-21,Consolation Prize
8790,2021-06-20,Consolation Prize
8790,2016-11-13,Consolation Prize
8790,2015-02-04,Second Prize
8790,2014-11-15,Starter Prize
8790,2012-06-10,Consolation Prize
8790,2007-09-30,Consolation Prize
8790,2006-12-24,Consolation Prize
8790,2002-06-30,First Prize
8790,1998-08-30,Consolation Prize
8790,1993-10-06,Consolation Prize
8790,1992-11-21,Starter Prize
8790,1992-02-22,Starter Prize
8790,1989-11-12,Starter Prize
8790,1988-07-23,Second Prize
8791,2025-10-19,Starter Prize
8791,2024-03-16,Consolation Prize
8791,2024-03-03,Starter Prize
8791,2024-01-24,Consolation Prize
8791,2017-12-30,Starter Prize
8791,2017-12-09,Consolation Prize
8791,2014-06-18,Consolation Prize
8791,2013-05-25,Second Prize
8791,2006-04-26,Consolation Prize
8791,2005-12-11,Consolation Prize
8791,1999-11-07,Starter Prize
8792,2025-02-08,Consolation Prize
8792,2024-10-09,Starter Prize
8792,2010-05-26,Starter Prize
8792,2010-01-30,Second Prize
8792,2000-09-17,Consolation Prize
8792,1996-12-21,Consolation Prize
8792,1996-05-05,Consolation Prize
8792,1991-03-24,Consolation Prize
8792,1990-10-06,Second Prize
8792,1989-03-25,Consolation Prize
8792,1988-11-26,Consolation Prize
8793,2018-08-15,Starter Prize
8793,2016-07-13,Consolation Prize
8793,2016-03-02,Second Prize
8793,2015-03-18,Starter Prize
8793,2013-11-20,Consolation Prize
8793,2012-08-11,Consolation Prize
8793,2009-06-21,Starter Prize
8793,2008-12-14,Consolation Prize
8793,2006-04-01,Consolation Prize
8793,2002-09-04,Consolation Prize
8793,2000-09-23,Consolation Prize
8793,1995-04-05,Starter Prize
8793,1994-01-05,Consolation Prize
8793,1988-06-26,Starter Prize
8794,2023-10-07,Third Prize
8794,2022-08-28,Starter Prize
8794,2019-09-21,Starter Prize
8794,2018-08-26,Starter Prize
8794,2013-02-23,Consolation Prize
8794,2011-12-24,Consolation Prize
8794,2009-04-25,Consolation Prize
8794,1997-05-31,Consolation Prize
8794,1995-02-25,Starter Prize
8794,1995-01-21,Starter Prize
8794,1990-04-22,Starter Prize
8795,2022-05-25,Starter Prize
8795,2020-08-02,Consolation Prize
8795,2018-03-31,Consolation Prize
8795,2017-03-08,Consolation Prize
8795,2016-05-01,Consolation Prize
8795,2012-01-22,Starter Prize
8795,2010-11-14,Consolation Prize
8795,2010-11-07,Consolation Prize
8795,2010-01-06,Consolation Prize
8795,2009-01-28,Consolation Prize
8795,2006-10-11,Consolation Prize
8795,2005-01-12,Consolation Prize
8795,2002-09-08,Consolation Prize
8795,1999-05-05,Consolation Prize
8796,2025-01-04,Starter Prize
8796,2024-11-27,Consolation Prize
8796,2019-08-18,Consolation Prize
8796,2019-06-12,Starter Prize
8796,2017-01-25,Consolation Prize
8796,2016-02-28,Starter Prize
8796,2014-05-04,Consolation Prize
8796,2013-09-29,Starter Prize
8796,2011-12-31,Consolation Prize
8796,2011-03-13,Consolation Prize
8796,2010-03-10,Consolation Prize
8796,2005-12-18,Consolation Prize
8796,2001-04-22,Starter Prize
8796,1994-10-05,Consolation Prize
8796,1994-07-10,Consolation Prize
8796,1988-12-17,Starter Prize
8797,2024-01-21,Consolation Prize
8797,2023-07-26,Consolation Prize
8797,2022-08-14,Consolation Prize
8797,2021-11-21,Starter Prize
8797,2021-04-17,Starter Prize
8797,2016-11-02,Starter Prize
8797,2016-07-16,Consolation Prize
8797,2016-04-20,Starter Prize
8797,2015-01-10,Starter Prize
8797,2014-04-02,Consolation Prize
8797,2003-07-19,Consolation Prize
8797,1995-09-24,Consolation Prize
8797,1994-04-09,First Prize
8797,1994-01-09,Consolation Prize
8797,1991-06-15,Starter Prize
8797,1987-03-08,Third Prize
8798,2020-08-08,Starter Prize
8798,2017-12-10,Consolation Prize
8798,2017-07-16,Consolation Prize
8798,2014-02-22,Starter Prize
8798,2013-12-21,Consolation Prize
8798,2010-11-17,Consolation Prize
8798,2008-12-17,First Prize
8798,2006-05-14,Consolation Prize
8798,2003-09-13,Starter Prize
8798,1999-03-03,Consolation Prize
8798,1994-10-02,Consolation Prize
8798,1993-05-23,Starter Prize
8798,1993-04-07,Starter Prize
8798,1986-09-20,Starter Prize
8799,2020-02-15,Consolation Prize
8799,2014-05-21,Starter Prize
8799,2012-09-09,Consolation Prize
8799,2008-08-23,Starter Prize
8799,2008-07-23,Starter Prize
8799,2004-09-04,Starter Prize
8799,2004-01-07,Consolation Prize
8799,2003-07-09,Consolation Prize
8799,2002-08-25,Starter Prize
8799,1999-02-27,Starter Prize
8800,2022-02-20,Consolation Prize
8800,2020-02-08,Starter Prize
8800,2019-02-09,Starter Prize
8800,2015-08-08,Starter Prize
8800,2014-05-21,Starter Prize
8800,2014-01-18,Starter Prize
8800,2013-02-27,Consolation Prize
8800,2012-01-28,Starter Prize
8800,2005-01-16,Consolation Prize
8800,2002-01-20,Starter Prize
8800,1999-05-08,Starter Prize
8800,1997-08-09,Starter Prize
8800,1988-07-16,Starter Prize
8800,1987-11-01,Consolation Prize
8800,1987-08-29,Consolation Prize
8801,2014-07-20,Consolation Prize
8801,2011-01-19,Third Prize
8801,2000-02-19,Consolation Prize
8801,2000-02-13,Starter Prize
8801,1998-12-12,Consolation Prize
8801,1997-06-28,Second Prize
8801,1991-01-19,Consolation Prize
8802,2015-08-19,Consolation Prize
8802,2015-07-29,Consolation Prize
8802,2014-12-17,Starter Prize
8802,2008-04-20,Starter Prize
8802,2004-06-02,Consolation Prize
8802,2001-04-04,Starter Prize
8802,2001-01-14,Third Prize
8802,1997-09-27,Consolation Prize
8802,1991-02-09,Consolation Prize
8802,1988-04-17,Consolation Prize
8802,1987-09-06,Second Prize
8803,2023-01-08,Starter Prize
8803,2022-02-12,Starter Prize
8803,2021-08-25,Second Prize
8803,2018-04-21,Consolation Prize
8803,2013-08-24,Consolation Prize
8803,2011-10-29,Starter Prize
8803,2011-05-07,Consolation Prize
8803,2008-11-26,Consolation Prize
8803,2004-06-30,Consolation Prize
8803,2004-04-24,Starter Prize
8803,2000-11-08,Consolation Prize
8803,1999-11-27,Consolation Prize
8803,1995-03-04,Consolation Prize
8803,1991-10-19,Consolation Prize
8803,1991-05-04,First Prize
8803,1989-03-25,Third Prize
8804,2025-12-07,Starter Prize
8804,2022-04-10,Starter Prize
8804,2018-08-15,Starter Prize
8804,2016-07-03,Second Prize
8804,2011-10-15,Starter Prize
8804,2009-04-11,First Prize
8804,2005-01-30,Consolation Prize
8804,2004-11-21,Consolation Prize
8804,1996-02-24,Starter Prize
8804,1995-04-22,Starter Prize
8804,1991-07-14,Consolation Prize
8804,1986-11-22,Starter Prize
8805,2024-09-21,Starter Prize
8805,2020-07-11,First Prize
8805,2019-12-18,Consolation Prize
8805,2013-04-06,Second Prize
8805,2012-10-03,Consolation Prize
8805,2010-10-03,Starter Prize
8805,2007-03-17,Consolation Prize
8805,2004-07-10,Consolation Prize
8805,2004-01-17,Consolation Prize
8805,2003-08-10,Third Prize
8805,1998-10-25,Starter Prize
8805,1997-08-30,Consolation Prize
8805,1996-11-10,Starter Prize
8805,1995-11-19,Second Prize
8805,1993-02-07,Consolation Prize
8805,1990-04-21,Consolation Prize
8806,2016-09-14,Starter Prize
8806,2014-04-09,Consolation Prize
8806,2010-07-17,Consolation Prize
8806,2009-11-21,Consolation Prize
8806,2009-10-18,Starter Prize
8806,1997-04-06,First Prize
8806,1988-10-16,Starter Prize
8807,2025-12-06,Starter Prize
8807,2021-09-22,Starter Prize
8807,2012-09-01,Second Prize
8807,2010-03-28,Third Prize
8807,2004-08-04,Consolation Prize
8807,1998-01-24,Consolation Prize
8807,1997-01-19,Starter Prize
8807,1996-05-26,First Prize
8807,1994-09-17,Third Prize
8808,2023-06-28,Second Prize
8808,2021-07-17,First Prize
8808,2019-08-28,Starter Prize
8808,2014-08-23,Starter Prize
8808,2012-07-07,Consolation Prize
8808,2007-09-16,Consolation Prize
8808,2007-06-27,Starter Prize
8808,2007-04-01,Consolation Prize
8808,2003-05-03,Consolation Prize
8808,1997-07-26,Consolation Prize
8808,1994-02-02,Consolation Prize
8808,1991-05-25,Starter Prize
8808,1991-03-02,Consolation Prize
8808,1988-09-17,Starter Prize
8809,2024-03-17,Consolation Prize
8809,2020-07-19,First Prize
8809,2017-10-29,Starter Prize
8809,2017-07-23,Starter Prize
8809,2014-09-13,Second Prize
8809,2013-08-11,Starter Prize
8809,2008-08-09,Starter Prize
8809,2003-10-22,Starter Prize
8809,2002-04-13,Starter Prize
8809,2001-10-17,Consolation Prize
8809,1995-05-21,Consolation Prize
8809,1993-06-26,Consolation Prize
8809,1989-03-12,Second Prize
8809,1989-02-05,Consolation Prize
8810,2023-11-22,Consolation Prize
8810,2020-03-04,Starter Prize
8810,2018-05-23,Consolation Prize
8810,2016-08-24,Consolation Prize
8810,2008-04-09,Starter Prize
8810,2007-07-15,Third Prize
8810,2007-04-22,Consolation Prize
8810,2005-10-16,Consolation Prize
8810,2003-06-18,Starter Prize
8810,2002-11-03,Consolation Prize
8810,2001-07-25,Starter Prize
8810,1998-12-12,Starter Prize
8810,1998-02-01,Third Prize
8810,1992-10-03,Starter Prize
8811,2025-02-05,Starter Prize
8811,2015-06-20,Consolation Prize
8811,2010-03-17,Starter Prize
8811,2006-02-01,Consolation Prize
8811,2005-10-19,Second Prize
8811,1994-03-02,Starter Prize
8811,1992-04-19,Starter Prize
8811,1989-02-25,Starter Prize
8811,1987-10-04,Consolation Prize
8811,1987-06-13,Starter Prize
8812,2025-07-16,Starter Prize
8812,2019-04-13,Starter Prize
8812,2017-12-30,Starter Prize
8812,2013-03-30,Starter Prize
8812,2013-01-13,Consolation Prize
8812,2012-12-30,Starter Prize
8812,2009-04-15,Starter Prize
8812,2007-12-23,Second Prize
8812,2007-11-24,Starter Prize
8812,2007-09-16,Consolation Prize
8812,2004-03-28,Consolation Prize
8812,1996-10-05,Consolation Prize
8812,1991-10-26,Consolation Prize
8812,1990-01-27,Third Prize
8813,2025-11-12,Starter Prize
8813,2020-11-08,Consolation Prize
8813,2018-07-29,Starter Prize
8813,2005-06-05,First Prize
8813,2003-02-23,Starter Prize
8813,1996-09-29,Third Prize
8813,1993-07-04,Starter Prize
8813,1991-11-03,Consolation Prize
8813,1989-10-21,Starter Prize
8813,1986-08-23,Consolation Prize
8814,2022-08-31,Consolation Prize
8814,2022-04-09,Consolation Prize
8814,2017-04-05,Consolation Prize
8814,2013-04-14,Starter Prize
8814,2011-04-09,First Prize
8814,2007-04-07,Starter Prize
8814,1998-09-13,Starter Prize
8814,1990-07-07,Consolation Prize
8814,1987-12-27,Consolation Prize
8814,1986-11-30,Consolation Prize
8815,2024-10-30,Consolation Prize
8815,2024-01-31,Consolation Prize
8815,2022-08-06,Starter Prize
8815,2019-08-14,Starter Prize
8815,2016-12-17,Starter Prize
8815,2016-06-19,Consolation Prize
8815,2011-12-03,Starter Prize
8815,1999-01-09,Starter Prize
8815,1998-07-18,Starter Prize
8815,1996-08-03,Starter Prize
8815,1995-05-20,Consolation Prize
8815,1993-08-07,First Prize
8815,1992-02-01,Consolation Prize
8815,1986-08-03,Starter Prize
8816,2017-03-01,Consolation Prize
8816,2015-04-25,First Prize
8816,2011-01-19,Second Prize
8816,2008-12-28,Starter Prize
8816,2001-10-17,Starter Prize
8816,2001-09-19,Starter Prize
8816,2001-07-28,Consolation Prize
8816,1996-06-22,Starter Prize
8817,2025-11-15,Consolation Prize
8817,2025-07-12,Starter Prize
8817,2019-07-27,Consolation Prize
8817,2011-06-12,Starter Prize
8817,2011-01-12,Consolation Prize
8817,2008-08-06,First Prize
8817,2008-06-07,Starter Prize
8817,2007-06-24,Third Prize
8817,2002-07-03,Starter Prize
8817,1995-10-22,Starter Prize
8817,1991-09-28,Starter Prize
8818,2025-08-03,Consolation Prize
8818,2024-04-07,Starter Prize
8818,2017-01-11,Starter Prize
8818,2008-03-30,First Prize
8818,2006-09-10,Starter Prize
8818,2004-09-15,Consolation Prize
8818,2003-02-15,Consolation Prize
8818,2002-08-31,Starter Prize
8818,2000-04-08,Consolation Prize
8818,1999-10-02,Second Prize
8819,2022-04-17,Consolation Prize
8819,2017-10-14,Starter Prize
8819,2016-01-27,Starter Prize
8819,2011-10-29,Consolation Prize
8819,2008-12-31,Consolation Prize
8819,2007-05-09,Consolation Prize
8819,2002-12-18,Starter Prize
8819,2002-10-27,Starter Prize
8819,2000-12-06,Consolation Prize
8819,1998-06-21,Starter Prize
8819,1995-02-26,Starter Prize
8819,1991-04-14,Consolation Prize
8820,2024-12-11,Consolation Prize
8820,2022-04-02,Starter Prize
8820,2015-08-26,Consolation Prize
8820,2011-06-25,Consolation Prize
8820,2011-03-05,Consolation Prize
8820,2009-04-26,Consolation Prize
8820,2002-10-26,First Prize
8820,1997-12-03,Consolation Prize
8820,1996-02-04,Starter Prize
8820,1995-05-06,Consolation Prize
8820,1989-09-23,Consolation Prize
8821,2023-08-30,Consolation Prize
8821,2017-01-15,Starter Prize
8821,2014-07-20,Starter Prize
8821,2008-06-25,Consolation Prize
8821,2006-09-17,Third Prize
8821,2005-09-24,Consolation Prize
8821,2004-02-14,Third Prize
8821,1999-09-26,Consolation Prize
8821,1990-05-26,Starter Prize
8822,2026-01-18,Starter Prize
8822,2025-06-14,Starter Prize
8822,2023-07-09,Starter Prize
8822,2010-02-20,Starter Prize
8822,2006-08-13,First Prize
8822,2005-09-25,Third Prize
8822,2005-03-19,Consolation Prize
8822,1999-05-05,Second Prize
8822,1997-07-26,Consolation Prize
8822,1996-04-13,First Prize
8822,1993-12-25,Third Prize
8822,1993-08-04,Starter Prize
8822,1990-07-07,First Prize
8823,2022-05-28,Consolation Prize
8823,2021-04-03,Consolation Prize
8823,2020-12-19,Consolation Prize
8823,2019-12-14,Starter Prize
8823,2016-05-01,Consolation Prize
8823,2015-03-22,First Prize
8823,2013-06-09,Third Prize
8823,2012-11-24,Consolation Prize
8823,2011-04-09,Consolation Prize
8823,2006-11-26,Consolation Prize
8823,2006-07-15,Starter Prize
8823,2004-03-17,Starter Prize
8823,2003-02-08,Starter Prize
8823,2002-05-04,Consolation Prize
8823,2000-02-13,Consolation Prize
8823,1993-11-27,Starter Prize
8824,2013-08-11,Consolation Prize
8824,2008-12-07,Starter Prize
8824,2008-06-08,Starter Prize
8824,2008-02-10,Consolation Prize
8824,2004-07-07,Consolation Prize
8824,2000-08-09,Starter Prize
8824,1997-10-25,Starter Prize
8824,1997-09-06,Consolation Prize
8824,1995-12-24,Starter Prize
8825,2023-12-30,Starter Prize
8825,2020-08-12,Starter Prize
8825,2015-08-15,Consolation Prize
8825,2013-12-08,Consolation Prize
8825,2013-10-13,Starter Prize
8825,2012-07-28,First Prize
8825,2004-02-14,Consolation Prize
8825,2002-06-05,Consolation Prize
8825,2001-11-25,Starter Prize
8825,1996-02-07,Consolation Prize
8825,1995-09-30,Consolation Prize
8825,1989-11-05,Consolation Prize
8826,2022-08-07,Third Prize
8826,2022-07-24,Consolation Prize
8826,2022-03-13,Starter Prize
8826,2021-11-03,Starter Prize
8826,2014-03-30,Consolation Prize
8826,1998-04-11,Consolation Prize
8826,1998-01-24,Third Prize
8826,1996-12-01,Consolation Prize
8826,1991-08-24,Second Prize
8826,1989-01-22,Second Prize
8826,1987-02-07,Starter Prize
8827,2024-12-15,Starter Prize
8827,2023-07-23,Starter Prize
8827,2022-02-06,Second Prize
8827,2021-12-01,Starter Prize
8827,2020-09-09,Consolation Prize
8827,2017-12-06,Starter Prize
8827,2017-06-10,Starter Prize
8827,2015-06-17,Starter Prize
8827,2008-08-20,Consolation Prize
8827,2001-09-01,Consolation Prize
8827,2000-10-14,Consolation Prize
8827,1992-02-15,Starter Prize
8827,1991-08-11,Consolation Prize
8827,1988-05-22,Consolation Prize
8828,2023-01-08,Consolation Prize
8828,2010-04-10,Consolation Prize
8828,2005-03-20,Consolation Prize
8828,2002-10-13,Second Prize
8828,2000-04-16,Starter Prize
8828,1999-05-16,First Prize
8828,1994-10-30,Starter Prize
8829,2022-01-23,First Prize
8829,2015-01-24,First Prize
8829,2011-06-12,Consolation Prize
8829,2009-08-05,Consolation Prize
8829,2008-05-24,Starter Prize
8829,2003-11-19,Starter Prize
8829,2003-09-24,Starter Prize
8829,2003-04-26,Second Prize
8829,2002-03-24,Starter Prize
8829,1996-06-22,Starter Prize
8829,1987-03-28,Second Prize
8830,2024-10-06,Starter Prize
8830,2019-07-28,Starter Prize
8830,2019-03-09,Starter Prize
8830,2018-04-15,Starter Prize
8830,2014-05-24,Starter Prize
8830,2011-06-22,Consolation Prize
8830,2011-02-27,Third Prize
8830,2007-07-21,Consolation Prize
8830,2007-01-03,Consolation Prize
8830,2005-08-17,Consolation Prize
8830,2003-12-17,Consolation Prize
8830,1999-11-14,Second Prize
8830,1994-09-04,Consolation Prize
8830,1992-04-04,Consolation Prize
8831,2025-03-22,Starter Prize
8831,2025-01-08,Consolation Prize
8831,2024-11-27,Starter Prize
8831,2024-03-31,Starter Prize
8831,2023-06-10,Starter Prize
8831,2022-04-24,Starter Prize
8831,2021-08-04,First Prize
8831,2017-05-31,Starter Prize
8831,2017-03-26,Consolation Prize
8831,2014-09-13,Consolation Prize
8831,2007-12-15,Starter Prize
8831,2006-12-13,Second Prize
8831,2005-06-25,First Prize
8831,2005-01-22,Consolation Prize
8831,2002-06-19,Consolation Prize
8831,1993-05-15,Consolation Prize
8831,1989-04-22,Starter Prize
8831,1987-06-14,Consolation Prize
8831,1987-03-22,Consolation Prize
8832,2025-01-11,Consolation Prize
8832,2013-03-31,Starter Prize
8832,2013-01-02,Consolation Prize
8832,2010-12-05,Starter Prize
8832,2008-09-28,Third Prize
8832,2008-02-03,Starter Prize
8832,2005-01-16,Consolation Prize
8832,2002-12-28,Starter Prize
8832,1997-01-04,Consolation Prize
8832,1996-01-07,Consolation Prize
8832,1993-05-22,Starter Prize
8832,1993-04-03,Starter Prize
8832,1988-05-15,Consolation Prize
8833,2017-05-13,Consolation Prize
8833,2011-01-12,Second Prize
8833,2010-02-17,Consolation Prize
8833,2003-04-16,First Prize
8833,2001-08-18,Consolation Prize
8833,1997-07-19,Starter Prize
8834,2022-11-16,First Prize
8834,2013-01-02,Consolation Prize
8834,2009-10-03,Starter Prize
8834,2009-01-17,Third Prize
8834,2008-12-20,Consolation Prize
8834,2001-02-10,Starter Prize
8834,1999-05-30,Starter Prize
8834,1995-05-28,Third Prize
8835,2017-07-29,First Prize
8835,2015-08-05,Starter Prize
8835,2015-03-15,Consolation Prize
8835,2006-05-03,Consolation Prize
8835,2005-04-02,Consolation Prize
8835,2003-08-09,Consolation Prize
8835,2002-08-07,Consolation Prize
8835,1988-02-21,Consolation Prize
8836,2023-06-21,Starter Prize
8836,2021-10-03,First Prize
8836,2021-09-26,Starter Prize
8836,2020-03-18,Starter Prize
8836,2018-12-05,Consolation Prize
